Value,Index
0.30339866876602173,50
0.2859151065349579,440
0.25432005524635315,49463
0.22340209782123566,3216
0.22065380215644836,116
0.2170691043138504,1948
0.21169808506965637,21402
0.19218571484088898,4236
0.18874070048332214,2
0.18837282061576843,35
0.17578299343585968,25522
0.17188720405101776,864
0.14613044261932373,45152
0.1443258374929428,5
0.1404619663953781,6
0.13977009057998657,14
0.1350446343421936,24303
0.13384339213371277,220
0.1332027167081833,7
0.13040868937969208,18
0.13019932806491852,2847
0.13014546036720276,1711
0.1292312741279602,10
0.12878787517547607,164
0.1259734034538269,965
0.12510040402412415,28
0.12380307167768478,16
0.12345785647630692,75
0.12114803493022919,9
0.12040576338768005,47
0.11826293170452118,98
0.11775942891836166,39494
0.11673657596111298,115
0.11651183664798737,133
0.11514710634946823,9904
0.11406554281711578,1256
0.11161599308252335,11
0.11161588877439499,11380
0.11140336096286774,35524
0.11130191385746002,6545
0.11121220886707306,114
0.11108039319515228,222
0.10814130306243896,162
0.10786295682191849,213
0.10741224139928818,173
0.1068740114569664,10201
0.10638538002967834,109
0.10630768537521362,41
0.10574907809495926,21
0.10524950921535492,4070
0.10501271486282349,20185
0.10481835901737213,33
0.10473918169736862,8
0.10376998782157898,157
0.10376095771789551,2029
0.10359349846839905,939
0.10338858515024185,410
0.10302220284938812,828
0.10266567021608353,51
0.10237643867731094,10195
0.10203590244054794,45
0.10185233503580093,38
0.10161319375038147,348
0.10137920826673508,3120
0.10133706033229828,5852
0.10126499831676483,319
0.10091894865036011,20328
0.10036569833755493,2312
0.10019734501838684,2946
0.09992508590221405,4
0.09922606498003006,4443
0.09885043650865555,399
0.0988013818860054,3051
0.09867391735315323,5930
0.09859275817871094,6968
0.09801425784826279,5306
0.09796413034200668,9962
0.0977206602692604,34995
0.09725561738014221,427
0.09714321792125702,28404
0.09696409851312637,308
0.09673545509576797,65
0.09667285531759262,5960
0.09546957165002823,17662
0.09544874727725983,531
0.09500383585691452,202
0.0949985608458519,23
0.09492027759552002,1365
0.094720259308815,26215
0.09447115659713745,2473
0.09431388974189758,11996
0.09424015134572983,192
0.09413272142410278,129
0.09403863549232483,12222
0.09359912574291229,478
0.09357557445764542,5975
0.09337974339723587,258
0.093307726085186,224
0.0929061621427536,63
0.09286030381917953,3157
0.09280715137720108,7343
0.0927312970161438,1106
0.09257155656814575,37584
0.09198006242513657,89
0.09166441857814789,324
0.09137874841690063,206
0.09112349897623062,1594
0.09086200594902039,3025
0.09061836451292038,49
0.09051290899515152,7681
0.09045137465000153,3972
0.0904167890548706,1537
0.09017755836248398,465
0.09001144766807556,12206
0.08998919278383255,3099
0.089718759059906,459
0.0895647183060646,3188
0.08931096643209457,680
0.08910272270441055,185
0.08882074058055878,26992
0.08877704292535782,2512
0.08854369819164276,14533
0.08850904554128647,549
0.08837898075580597,243
0.08836273849010468,1708
0.0880608856678009,13
0.08801795542240143,2115
0.08801112323999405,11774
0.08794809132814407,1461
0.08784831315279007,657
0.08780989795923233,701
0.08779077231884003,707
0.08757071197032928,3684
0.08748749643564224,555
0.08748701214790344,120
0.0873231515288353,62
0.08731187880039215,2201
0.08713080734014511,25
0.08698946982622147,7761
0.08692041039466858,24
0.08681435883045197,1369
0.08673091232776642,766
0.08651804178953171,1246
0.08647628128528595,34
0.08641381561756134,929
0.086337611079216,15
0.0862189307808876,214
0.0861363410949707,350
0.08605436235666275,39
0.08574632555246353,3960
0.08567233383655548,3801
0.08547868579626083,430
0.08543705195188522,3435
0.08513319492340088,167
0.08509591966867447,12685
0.08491591364145279,255
0.08475522696971893,8781
0.08463425934314728,340
0.08437196910381317,1025
0.0842936560511589,39258
0.08421573042869568,4473
0.08407118171453476,4931
0.08396858721971512,37
0.08396565169095993,8264
0.08391723781824112,259
0.08362460136413574,2172
0.08360651880502701,1538
0.08342373371124268,565
0.08320613205432892,141
0.08306914567947388,581
0.08297766745090485,1617
0.08288061618804932,1185
0.0828360989689827,2592
0.08281674981117249,216
0.08276720345020294,53
0.08269088715314865,32
0.08247345685958862,268
0.08218594640493393,19704
0.08213768899440765,72
0.08206421881914139,70
0.08166259527206421,4086
0.08160495012998581,110
0.08157406002283096,82
0.08149918168783188,2957
0.08125101774930954,4344
0.08118683844804764,2136
0.08115561306476593,8346
0.0811353549361229,37463
0.08112084120512009,37113
0.08109231293201447,7758
0.08091888576745987,12151
0.08077098429203033,1012
0.08057157695293427,5579
0.08056078106164932,6043
0.08053973317146301,52
0.08045212924480438,2967
0.08042994141578674,3544
0.0803363174200058,77
0.08017252385616302,1883
0.08008159697055817,921
0.07992831617593765,645
0.07991015166044235,9911
0.07959391921758652,505
0.0793246328830719,2313
0.07928857952356339,5617
0.07883413136005402,450
0.07880392670631409,1437
0.07867711037397385,2867
0.0785912275314331,5455
0.07847189903259277,598
0.07844066619873047,2170
0.07819442451000214,31
0.07802608609199524,4224
0.07794742286205292,597
0.0777769386768341,6467
0.0776691809296608,650
0.07761062681674957,894
0.07758957892656326,2777
0.07734844088554382,1884
0.07731462270021439,44918
0.07678576558828354,500
0.07639409601688385,751
0.07635863870382309,19
0.07622317224740982,7294
0.07546450197696686,10310
0.07534639537334442,1143
0.07530128210783005,8672
0.07502669095993042,1554
0.07489345967769623,136
0.07485780864953995,4178
0.07476182281970978,56
0.07464845478534698,212
0.07461322098970413,54
0.0745852142572403,4769
0.0742763876914978,1085
0.07422453910112381,1032
0.07420650869607925,226
0.07412046194076538,4734
0.07401388138532639,5771
0.07346698641777039,84
0.07325553148984909,26779
0.07280818372964859,370
0.07280438393354416,3278
0.07240961492061615,28780
0.07179678231477737,9729
0.07153841853141785,1171
0.07143224775791168,937
0.07142028957605362,5504
0.07138730585575104,3767
0.07125569134950638,938
0.07091894000768661,25380
0.0704307034611702,4675
0.0703272819519043,16369
0.06992428749799728,9497
0.06954789161682129,424
0.06943084299564362,2857
0.06925394386053085,940
0.06919414550065994,35322
0.06916684657335281,2100
0.0691131204366684,11086
0.06896756589412689,27720
0.06876084208488464,3632
0.06867104768753052,4952
0.06830805540084839,547
0.06820931285619736,1046
0.06812949478626251,10782
0.0679522305727005,250
0.06741437315940857,1211
0.06724215298891068,27070
0.06682582199573517,559
0.06666872650384903,5847
0.06644412130117416,12
0.0664253756403923,814
0.06579746305942535,32703
0.06542662531137466,629
0.06540750712156296,33750
0.06497495621442795,6040
0.06472475826740265,29080
0.06409186869859695,159
0.06399291753768921,811
0.06340872496366501,279
0.06266682595014572,16458
0.06264793872833252,249
0.06257292628288269,235
0.06049659103155136,24756
0.06040944531559944,3741
0.05974232032895088,17863
0.0594671405851841,14210
0.059311509132385254,3603
0.05904124677181244,3623
0.05900947377085686,139
0.05838659033179283,15228
0.05756485089659691,5973
0.056785948574543,17443
0.05392689257860184,26858
0.05363219231367111,37516
0.05348220467567444,4216
0.05329514667391777,4843
0.04754914343357086,1952
0.0475231297314167,8631
