Value,Index
0.30387142300605774,50
0.29965940117836,440
0.2501526176929474,49463
0.23316557705402374,3216
0.21532420814037323,116
0.20950457453727722,1948
0.18370558321475983,21402
0.17230869829654694,35
0.16491712629795074,25522
0.16461536288261414,4236
0.16129741072654724,2
0.15950794517993927,864
0.15521837770938873,10
0.14720119535923004,8
0.1453956663608551,7
0.1437675952911377,42803
0.14267684519290924,14
0.14089356362819672,22789
0.1352754831314087,47
0.13482026755809784,1253
0.13301368057727814,16
0.13173697888851166,238
0.1279997080564499,2470
0.12728263437747955,265
0.12728017568588257,45152
0.12713207304477692,308
0.12604786455631256,103
0.12594521045684814,37
0.12564437091350555,24303
0.12396837025880814,2051
0.12333568185567856,24
0.12287106364965439,240
0.12271371483802795,9
0.12255341559648514,145
0.1219305768609047,75
0.12112341076135635,269
0.12083961069583893,5
0.11994007229804993,203
0.11979588866233826,1544
0.11955970525741577,117
0.11942698061466217,109
0.11924457550048828,206
0.1183832585811615,53
0.11800412088632584,107
0.11734487861394882,30660
0.11642758548259735,792
0.11601747572422028,2053
0.11573764681816101,679
0.11542510241270065,74
0.1152711883187294,894
0.11490121483802795,2409
0.1147117018699646,45
0.114021435379982,37463
0.11327822506427765,28
0.1130010262131691,10110
0.11292728036642075,222
0.11263727396726608,59
0.11252031475305557,133
0.1122775450348854,5929
0.11227507144212723,9020
0.11216159909963608,100
0.11185275763273239,21
0.1118149384856224,18934
0.11178658902645111,367
0.11157244443893433,1122
0.11063534021377563,8143
0.1104036420583725,25
0.1104036420583725,210
0.11035830527544022,26627
0.11017098277807236,1085
0.11008399724960327,30
0.1096607893705368,341
0.10906960815191269,61
0.10900958627462387,64
0.10892975330352783,536
0.1085846871137619,208
0.1084621325135231,142
0.10845686495304108,6271
0.10842747986316681,6670
0.10824070870876312,43541
0.10793086141347885,41660
0.10788701474666595,939
0.10754133760929108,1200
0.10753704607486725,34
0.10716447979211807,38
0.10709534585475922,101
0.10652422159910202,4297
0.10646628588438034,89
0.10620589554309845,182
0.10610440373420715,77
0.10605446994304657,783
0.10602816194295883,28397
0.10588674247264862,315
0.10585986822843552,236
0.10585920512676239,6
0.1057300940155983,21111
0.10559075325727463,1302
0.10553933680057526,1294
