Value,Index
0.3122178912162781,50
0.2866848409175873,440
0.2427104115486145,49463
0.23138195276260376,3216
0.22862845659255981,1948
0.21782927215099335,116
0.20940878987312317,21402
0.20180191099643707,35
0.19219046831130981,4236
0.181610569357872,25522
0.17722122371196747,2
0.17537926137447357,42803
0.1687072068452835,864
0.15327760577201843,45152
0.13687379658222198,9
0.13603080809116364,10
0.13048109412193298,1694
0.12950442731380463,399
0.12839540839195251,463
0.12802834808826447,1287
0.12769894301891327,6
0.12685677409172058,5
0.12470937520265579,8
0.12467233836650848,7
0.12458017468452454,100
0.12269129604101181,16
0.12230146676301956,75
0.11806564778089523,33872
0.11795905977487564,19
0.11777294427156448,770
0.11636516451835632,133
0.1152581200003624,24303
0.1142856553196907,2507
0.11420321464538574,3594
0.11339160054922104,2220
0.11154179275035858,1960
0.10995294153690338,47
0.10862042754888535,11
0.10834439843893051,608
0.10831189900636673,38
0.10825631022453308,3033
0.10797321796417236,41
0.1079445630311966,21
0.1070428416132927,18
0.10680375248193741,334
0.10676264017820358,2157
0.10654086619615555,222
0.10647670179605484,164
0.10542178899049759,86
0.10540061444044113,11014
0.10536535829305649,439
0.10502985119819641,2867
0.10481853783130646,35506
0.10480722784996033,4940
0.1046302393078804,2129
0.10438567399978638,77
0.1042751595377922,4730
0.10305484384298325,79
0.10263434797525406,386
0.10240470618009567,243
0.10205993801355362,45
0.10110165178775787,939
0.10090230405330658,551
0.10070078819990158,25
0.10060642659664154,42
0.10044177621603012,6589
0.10042952746152878,14
0.1003522127866745,2589
0.09978988021612167,835
0.09971930831670761,20
0.09938903898000717,57
0.09929792582988739,562
0.09896887838840485,97
0.09876894950866699,56
0.09867461770772934,1422
0.09806669503450394,23657
0.09800028055906296,458
0.09797545522451401,4846
0.09766175597906113,1213
0.09757091850042343,948
0.09747490286827087,117
0.09730549901723862,2632
0.09730511158704758,8736
0.09712852537631989,95
0.09694631397724152,300
0.09693294018507004,277
0.09602261334657669,6000
0.09589867293834686,53
0.09567869454622269,2600
0.09547160565853119,13
0.09531343728303909,3209
0.09521348774433136,437
0.0950222834944725,62
0.09495577961206436,6470
0.09439443051815033,615
0.09429683536291122,162
0.09427657723426819,226
0.09406799077987671,1068
0.0938149020075798,40
0.09375704079866409,24
0.09372106194496155,8865
0.09370750933885574,574
0.09351694583892822,410
0.0934121385216713,63
0.09339267760515213,230
0.09337539970874786,98
0.09327805787324905,216
0.09308961778879166,2382
0.0930492952466011,52
0.09272287040948868,366
0.09271589666604996,3835
0.09267306327819824,269
0.09246878325939178,233
0.09200841933488846,894
0.09194377809762955,14599
0.09190388768911362,2162
0.09184291958808899,69
0.09179563075304031,127
0.09153330326080322,1086
0.09137997776269913,447
0.09134037792682648,172
0.09132351726293564,81
0.0912688821554184,224
0.09119994938373566,87
