Value,Index
0.2582572400569916,50
0.23384830355644226,49463
0.21733728051185608,440
0.19659432768821716,3216
0.18282775580883026,116
0.18089918792247772,1948
0.17082250118255615,21402
0.1540077179670334,970
0.1524357944726944,864
0.1446053385734558,2
0.1425732970237732,35
0.14190691709518433,25522
0.14019182324409485,4236
0.13276654481887817,11
0.13225434720516205,18
0.13013722002506256,13
0.12818315625190735,5
0.12483765184879303,4
0.11847209185361862,45152
0.11774671077728271,6
0.11738309264183044,393
0.11480656266212463,68
0.11430767178535461,7532
0.11386696249246597,2198
0.11274489015340805,15243
0.11225738376379013,107
0.11185251176357269,1268
0.11134830862283707,7
0.11113126575946808,9
0.11080575734376907,144
0.10977815836668015,4486
0.10860935598611832,818
0.10859070718288422,13165
0.10854794830083847,1213
0.10839473456144333,28
0.1083667203783989,662
0.10830596834421158,3575
0.10695374757051468,3543
0.10643616318702698,430
0.10639814287424088,412
0.10631918907165527,54
0.10603893548250198,2350
0.10596261918544769,1080
0.10591661930084229,469
0.1058352142572403,378
0.1056189015507698,1139
0.10525844246149063,3051
0.10525839775800705,576
0.10517006367444992,10
0.10501128435134888,802
0.10451038926839828,1661
0.10446977615356445,14415
0.10441026091575623,4402
0.10436782240867615,19
0.10433965921401978,306
0.10417135804891586,3129
0.1041555181145668,5635
0.10414867848157883,4098
0.10401732474565506,2106
0.1039964035153389,56
0.10381336510181427,12654
0.10371903330087662,192
0.10364843159914017,889
0.10332043468952179,5395
0.10321906954050064,5579
0.10271752625703812,593
0.10241443663835526,158
0.10225223004817963,568
0.10161929577589035,6686
0.10150668770074844,23681
0.10141457617282867,53
0.10109279304742813,132
0.10097502171993256,14131
0.10066583752632141,481
0.10043870657682419,260
0.10033149272203445,1687
0.10011081397533417,63
0.09995628148317337,588
0.09995468705892563,358
0.09983585774898529,10321
0.09961053729057312,10030
0.09957685321569443,173
0.09947013109922409,1030
0.09946828335523605,343
0.09934933483600616,26396
0.09930676966905594,5291
0.09857568889856339,1999
0.09811221808195114,5516
0.09807173907756805,2743
0.09782751649618149,36433
0.09761977195739746,29
0.09718672931194305,188
0.09716760367155075,990
0.09692303836345673,713
0.09680695831775665,1825
0.09660778194665909,40697
0.09635982662439346,23141
0.09598849713802338,154
0.09594336897134781,143
0.0959276556968689,243
0.09561361372470856,23
0.09557979553937912,1263
0.09555725008249283,2127
0.09554561972618103,151
0.09547477215528488,15045
0.09545261412858963,240
0.09486713260412216,278
0.09472426027059555,9388
0.09469207376241684,37
0.09466381371021271,563
0.09429311752319336,5306
0.0942201316356659,1109
0.09421829134225845,11416
0.09420786052942276,1840
0.09411969035863876,612
0.09399877488613129,11984
0.09373009204864502,2458
0.09367744624614716,1427
0.09366469830274582,4002
0.0934218168258667,36
0.09324025362730026,3395
0.09271840006113052,4005
0.09230882674455643,5085
0.09205426275730133,20277
0.0918358787894249,149
0.09178163856267929,554
0.09175105392932892,16
0.09159288555383682,133
0.09144870936870575,766
0.09115638583898544,4123
0.09110564738512039,32412
0.09098944067955017,10505
0.09095687419176102,1342
0.09054306894540787,4311
0.09042336046695709,322
0.08999808877706528,15054
0.08979295194149017,1521
0.08960752934217453,1065
0.08950620889663696,33072
0.08927523344755173,164
0.08911164104938507,1619
0.08887016028165817,7308
0.08860290795564651,354
0.08851929754018784,42
0.08838387578725815,2832
0.08820540457963943,3008
0.08782601356506348,12
0.08782549947500229,1054
0.08781370520591736,1551
0.08781229704618454,3147
0.0877903550863266,119
0.0877024307847023,11129
0.08746859431266785,51
0.08743418753147125,229
0.08735039830207825,34
0.08726347237825394,567
0.08715242147445679,43571
0.08715151250362396,389
0.08689653873443604,31554
0.08685343712568283,10980
0.08680811524391174,9451
0.08673637360334396,69
0.08643575757741928,12346
0.08639580756425858,8273
0.0863797664642334,1853
0.086309514939785,86
0.08629396557807922,1026
0.08626646548509598,2868
0.08613955974578857,39
0.08607342839241028,3303
0.08598089963197708,45
0.08584480732679367,1172
0.08580825477838516,23384
0.08574134856462479,6701
0.08567219972610474,332
0.08551721274852753,3518
0.08543287217617035,8414
0.08541133254766464,7870
0.08536035567522049,4737
0.08496063202619553,416
0.08494743704795837,7428
0.08479456603527069,969
0.08450201153755188,46054
0.08449582755565643,450
0.0844838097691536,794
0.0844675675034523,1607
0.08439771831035614,7916
0.08437622338533401,2551
0.08413027226924896,3138
0.08412861824035645,17762
0.08405298739671707,965
0.08403279632329941,57
0.08395048975944519,293
0.08393268287181854,6467
0.08377057313919067,1832
0.08371327072381973,945
0.08353007584810257,2686
0.0833013653755188,4011
0.08328879624605179,30
0.08316927403211594,1389
0.08314096927642822,6323
0.08312655985355377,1955
0.08293347805738449,363
0.08287487924098969,373
0.08277425915002823,1432
0.0827324315905571,14447
0.08271649479866028,3368
0.08268526196479797,4344
0.08265397697687149,208
0.0826483741402626,4821
0.08245575428009033,8
0.08235160261392593,111
0.08220773190259933,5114
0.08220113813877106,1032
0.08212056756019592,78
0.08203998953104019,5069
0.08196675777435303,2570
0.08195778727531433,100
0.08195556700229645,24506
0.08190158754587173,142
0.08187952637672424,24303
0.08184415102005005,2343
0.08175675570964813,9178
0.0816909596323967,211
0.08168259263038635,712
0.0813419371843338,3907
0.08131267875432968,25
0.08123750984668732,664
0.08108243346214294,895
0.08101323246955872,27009
0.0809161514043808,19697
0.08088088780641556,134
0.08086425811052322,7147
0.08069209009408951,2373
0.08063120394945145,21236
0.08061004430055618,22850
0.08056027442216873,485
0.08017713576555252,15116
0.080154187977314,6029
0.07987973839044571,2860
0.07984554767608643,247
0.07980412989854813,257
0.07978595793247223,16091
0.07978413254022598,14768
0.07964370399713516,4406
0.07956286519765854,375
0.0793573334813118,6395
0.07935650646686554,1952
0.07932411134243011,12168
0.07909015566110611,1614
0.0788835808634758,12249
0.07884833216667175,1162
0.07869336754083633,2515
0.07855420559644699,975
0.07836546003818512,33257
0.07836251705884933,5032
0.07824713736772537,487
0.0781276524066925,2434
0.07796182483434677,661
0.07776829600334167,1982
0.07746236771345139,2984
0.07742393761873245,2799
0.07739006727933884,29788
0.07726731151342392,29217
0.0772286206483841,66
0.07721402496099472,41
0.07720716297626495,12042
0.07693212479352951,1304
0.07691460847854614,1981
0.07688033580780029,31
0.07682476937770844,21340
0.07671089470386505,5033
0.0766875147819519,17079
0.0766867995262146,4522
0.07645180821418762,1081
0.07625676691532135,21
0.0761692002415657,2255
0.07613068073987961,9921
0.07596354931592941,9638
0.07581955939531326,15411
0.07574104517698288,248
0.07573384791612625,2039
0.07532425224781036,3553
0.07523565739393234,171
0.07506483048200607,482
0.07504231482744217,4950
0.07502230256795883,856
0.07497814297676086,3056
0.07491637021303177,27661
0.0749010220170021,5719
0.07475772500038147,14
0.07469639182090759,75
0.07439027726650238,8047
0.07414118200540543,542
0.074065662920475,179
0.07395216077566147,2777
0.07392590492963791,4192
0.07381805032491684,298
0.07365090399980545,2957
0.07359927147626877,654
0.07307587563991547,187
0.07296329736709595,5942
0.07289332151412964,19806
0.0728122666478157,11602
0.0727839544415474,2075
0.07278367131948471,2188
0.07274933159351349,5587
0.0725727528333664,5488
0.07246685773134232,409
0.07239989191293716,42797
0.07195635885000229,6549
0.07182193547487259,49
0.07174430787563324,9570
0.07161679863929749,150
0.07157139480113983,137
0.07062703371047974,70
0.07045762985944748,731
0.07040950655937195,58
0.07035411894321442,3987
0.06967270374298096,2297
0.06915894895792007,34359
0.06914518773555756,2787
0.06865284591913223,585
0.06854297965765,186
0.06811407208442688,33
0.06780406832695007,18972
0.0674508661031723,89
0.0666298195719719,2964
0.06490068882703781,18200
0.06408124417066574,145
0.0640295073390007,9491
0.06336667388677597,894
0.06273213028907776,2279
0.06183182820677757,203
0.06169527769088745,408
0.06093522906303406,120
0.060649409890174866,17850
0.06023086979985237,396
0.060135237872600555,98
0.059697940945625305,2845
0.0593300387263298,2773
0.05915584787726402,608
0.05896322429180145,8203
0.05877922475337982,447
0.058337703347206116,3334
0.058120884001255035,114
0.05806928873062134,693
0.0579293817281723,9167
0.05776919797062874,11111
0.05713994801044464,64
0.05664106830954552,27718
0.05660204961895943,5754
0.05634266510605812,2559
0.05626247450709343,811
0.05594002828001976,441
0.0559244342148304,79
0.05562182143330574,233
0.055493976920843124,3390
0.05443775653839111,39714
0.05350052937865257,1290
0.05272215977311134,483
0.05231872573494911,250
0.05116426572203636,31178
0.04976838827133179,793
0.04847041890025139,6432
0.04822603613138199,15044
0.04777492955327034,921
0.0471966490149498,3873
0.04663567990064621,981
0.04603197053074837,6872
0.0454958900809288,1211
0.04410308599472046,12321
0.04298187419772148,1349
0.04275316372513771,4140
0.04247017204761505,3339
0.041106004267930984,3628
