Value,Index
0.3063581585884094,50
0.27133017778396606,440
0.21895283460617065,3216
0.21891513466835022,1948
0.217873215675354,116
0.20443153381347656,49463
0.20211580395698547,4
0.20077085494995117,35524
0.18774501979351044,21402
0.18248453736305237,25522
0.17843154072761536,42803
0.17436829209327698,1041
0.16966301202774048,35
0.16771160066127777,4236
0.16756406426429749,2
0.1670416295528412,864
0.16144034266471863,6901
0.157455176115036,1437
0.15611478686332703,45
0.15605191886425018,33
0.1558489054441452,13
0.15543784201145172,1067
0.15366120636463165,11380
0.15362606942653656,24303
0.1535552591085434,3812
0.15098781883716583,2312
0.14971356093883514,939
0.1490183025598526,11
0.1481332629919052,14
0.1473015993833542,82
0.14222222566604614,49
0.14135822653770447,3244
0.14082393050193787,80
0.14079588651657104,100
0.1398046314716339,1099
0.13854025304317474,3056
0.1377648264169693,109
0.13776084780693054,18
0.1360609382390976,239
0.13557136058807373,334
0.1351153701543808,45152
0.1343642622232437,402
0.13397431373596191,77
0.13311755657196045,970
0.12702538073062897,162
0.12610803544521332,143
0.12552185356616974,236
0.1252087503671646,56
0.12477795034646988,88
0.12474595755338669,10
0.12426083534955978,197
0.12417927384376526,7
0.12395170331001282,222
0.12316184490919113,718
0.12261801213026047,1767
0.12194536626338959,617
0.12181562930345535,5
0.12159112840890884,21
0.12152629345655441,243
0.12150334566831589,114
0.12136874347925186,6865
0.12087471038103104,167
0.12087234109640121,422
0.12066735327243805,4443
0.12059009075164795,64
0.12050245702266693,821
0.12048682570457458,1159
0.11893952637910843,31679
0.1184452623128891,667
0.11788775026798248,133
0.1178385317325592,7945
0.11642932891845703,101
0.1164182499051094,244
0.115805484354496,1796
0.11489865183830261,429
0.11376243829727173,127
0.11355060338973999,708
0.11176622658967972,2778
0.11148899048566818,665
0.11122430115938187,1668
0.11087881028652191,30519
0.11041288077831268,47
0.11001826822757721,176
0.10969926416873932,54
0.10947021096944809,5074
0.10934917628765106,34
0.1090717688202858,59
0.10904955863952637,2410
0.10900454223155975,10182
0.10871762782335281,28
0.10866650938987732,1230
0.10821540653705597,269
0.10768962651491165,24
0.10758519917726517,1595
0.10695424675941467,1567
0.10662072896957397,106
0.10639698058366776,117
0.10625910758972168,3482
0.10549036413431168,380
0.1053863987326622,586
0.10506892949342728,8
0.10450508445501328,14534
0.10421951860189438,393
0.10295777767896652,38
0.10280194878578186,2761
0.1026306301355362,524
0.10198548436164856,65
0.10184843838214874,1025
0.10175549983978271,2138
0.10173426568508148,41
0.10148394107818604,452
0.10142747312784195,2178
0.10122454166412354,1185
0.10105212032794952,3214
0.10099956393241882,67
0.10061047971248627,894
0.10058723390102386,4015
0.1004393994808197,25
0.10023507475852966,1884
0.09975934773683548,6173
0.09968151152133942,6
0.09956733137369156,1074
0.09884890168905258,4563
0.09869663417339325,29485
0.0984867662191391,448
0.09844910353422165,955
0.09795762598514557,7149
0.09787973761558533,19
0.09772050380706787,23
0.09767485409975052,44611
0.0975562185049057,66
0.09742777049541473,4889
0.0973479226231575,16491
0.09707088768482208,6209
0.09699159115552902,15196
0.09692227095365524,13938
0.09609496593475342,5779
0.09604103118181229,24194
0.09573505073785782,132
0.09560972452163696,15860
0.09554865956306458,17299
0.0953756719827652,2892
0.0953228548169136,1443
0.09524442255496979,20
0.09479275345802307,8096
0.09434863179922104,510
0.0940600112080574,155
0.09381061047315598,7722
0.09365488588809967,9589
0.09308047592639923,851
0.09303082525730133,4299
0.093024343252182,8944
0.09301221370697021,363
0.09254538267850876,1516
0.09217026084661484,30
0.09215577691793442,39
0.09211733192205429,3200
0.09211410582065582,1191
0.09197059273719788,2610
0.09172455966472626,3712
0.09164182096719742,1013
0.09142828732728958,5207
0.0913555845618248,24149
0.09126286953687668,5070
0.09124571084976196,6684
0.09115064889192581,202
0.09108986705541611,3972
0.0908956229686737,5741
0.09081082791090012,40
0.09077785164117813,645
0.09072524309158325,227
0.09052669256925583,471
0.09050928056240082,76
0.09040041267871857,9420
0.09012728929519653,5808
0.08999188244342804,205
0.08984623104333878,135
0.0895918607711792,78
0.089578777551651,22433
0.08944898098707199,342
0.08942236006259918,531
0.08931830525398254,29944
0.08931814879179001,245
0.08922287821769714,138
0.0890645980834961,2544
0.08886491507291794,40300
0.08886228501796722,83
0.08876250684261322,8711
0.08857683092355728,44157
0.08807214349508286,55
0.08807196468114853,398
0.0879673957824707,112
0.08791762590408325,1338
0.08785001933574677,22700
0.08772282302379608,3883
